Entity,Relation,Target
Ifu%20sculptra%20,has_adverse_effect,needed to achieve full effect. The total number of injections and thus total volume of
Ifu%20sculptra%20,has_contraindication,into the deep dermis or subcutaneous layer. Intramuscular injection should be avoided.
Ifu%20sculptra%20,has_adverse_effect,improvement of the depressed area over several weeks as the treatment effect occurs.
Ifu%20sculptra%20,has_adverse_effect,"ADVERSE REACTIONS section for details. After the injection session, an ice pack"
Ifu%20sculptra%20,has_contraindication,"(in a suitable cloth, avoiding any direct contact of the ice with the skin) should be"
Ifu%20sculptra%20,has_contraindication,"IF THE VIAL, SEAL, OR FLIP-OFF CAP ARE DAMAGED, DO NOT USE, AND"
90,has_contraindication,Contraindications
90,has_adverse_effect,"• Injection site reactions (such as swelling, redness, tenderness, pain, bruising or itching) to"
90,has_adverse_effect,"immediate post-injection reactions included extreme swelling of lips, the whole face and"
90,has_adverse_effect,product slowly and apply the least amount of pressure necessary. Rare but serious adverse
90,has_adverse_effect,events associated with the intravascular injection of soft tissue fillers in the face have been
90,has_adverse_effect,increases the occurrence of moderate to severe injection site reactions. If a volume of more than
90,has_adverse_effect,in older patients (28%) compared to younger patients (14%). The majority of these events were
90,has_contraindication,• Restylane is packaged for single patient use. Do not resterilize. Do not use if package is opened
90,has_adverse_effect,• The safety or effectiveness of Restylane for the treatment of anatomic regions other than
90,has_adverse_effect,(14/150). 50% of these events lasted up to six weeks after initial implantation.
90,has_adverse_effect,"population, the incidence of adverse events was similar to the overall study population, with the"
90,has_contraindication,"• Avoid injecting Restylane into areas in close proximity to permanent implants, as this could"
90,has_adverse_effect,potentially aggravate latent adverse events or interfere with the aesthetic outcome of the
90,has_adverse_effect,reaction at the implant site. This also applies if Restylane is administered before the skin has
90,has_adverse_effect,cases product remnants has been detected in tissue when the clinical effect has returned to
90,has_adverse_effect,"• Restylane is a clear, colorless gel without particulates. In the event that the content of a syringe"
90,has_contraindication,"shows signs of separation and/or appears cloudy, do not use the syringe and notify Galderma"
90,has_contraindication,• Glass is subject to breakage under a variety of unavoidable conditions. Care should be taken
90,has_contraindication,with the handling of the glass syringe and with disposing of broken glass to avoid laceration or
90,has_adverse_effect,Adverse Experiences
90,has_adverse_effect,There were six U.S. studies that reported adverse experiences. Four of the six studies were
90,has_adverse_effect,Restylane or Perlane injection on both sides of the face. The adverse outcomes reported in patient
90,has_adverse_effect,diagnosed adverse events identified in studies MA-1400-01 and MA-1400-02 at 72 hours after
90,has_adverse_effect,injection are presented in Table 7. Table 8 presents all investigator-identified adverse experiences
90,has_adverse_effect,"In the fourth U.S. study (MA-004-03) involving 75 patients at 3 centers, adverse events reported by"
90,has_adverse_effect,Table 7 shows the number of adverse experiences identified by investigators at 72 hours after
90,has_adverse_effect,injection for Studies MA-1400‑01 and MA-1400-02. Some patients had multiple adverse
90,has_adverse_effect,experiences or had the same adverse experience at multiple injection sites. No adverse experiences
90,has_adverse_effect,Table 8 presents the number of patients and per patient incidence of all adverse experiences
90,has_adverse_effect,severity of adverse experiences were similar in nature and duration to those recorded during the
90,has_adverse_effect,"In all three studies, investigators reported the following local and systemic events that were judged"
90,has_adverse_effect,"contact, impetigo, herpetic); unrelated injection site reactions (e.g., desquamation, rash, anesthesia);"
90,has_adverse_effect,adverse events identified by the investigator.
90,has_adverse_effect,"Two subjects had adverse events that were severe, one subject with bilateral facial bruising and one"
90,has_adverse_effect,subject with infection at the injection site. These events were considered probably or possibly
90,has_adverse_effect,related and both subjects had their events resolve in approximately 3 weeks.
90,has_adverse_effect,"In the U.S. pivotal study (MA-1300-15) involving 180 subjects at 12 centers, the adverse outcomes"
90,has_adverse_effect,"adverse events are presented in Table 12. At baseline, subjects were randomized to receive"
90,has_adverse_effect,There were 8 subjects enrolled in the study that were never treated. The number of events and
90,has_adverse_effect,session increased the occurrence of the total of moderate and severe injection site reactions. The
90,has_adverse_effect,"97% of the subjects reported at least one event of swelling, redness, tenderness, or pain in their"
90,has_adverse_effect,"diaries. These were mainly short-term events, which occurred immediately after treatment and"
90,has_adverse_effect,resolved within 14 days. 15% of the subjects reported adverse events (typically swelling and
90,has_adverse_effect,tenderness) that lasted longer than 15 days in their diary. 46% of subjects reported at least one event
90,has_adverse_effect,lip augmentation. Subjects were followed up through 24 weeks. Seven adverse events were
90,has_adverse_effect,"reported. Two of the seven events, which were mild bruising, were related to injection procedure."
90,has_adverse_effect,The adverse outcomes reported in subject diaries are presented in Table 13.
90,has_adverse_effect,Table 12 presents commonly reported (≥ 5%) treatment emergent adverse events (TEAEs) by
90,has_adverse_effect,"For study MA-1300-13K, seven treatment emergent adverse events were experienced by four"
90,has_adverse_effect,"subjects. Two of these events, mild bruising, were considered related to treatment."
90,has_adverse_effect,The adverse event reports received from post-marketing surveillance (from voluntary reporting and
90,has_adverse_effect,countries most commonly included reports of transient swelling/edema and inflammatory reactions
90,has_adverse_effect,The following events were also reported in decreasing order of frequency:
90,has_adverse_effect,"• short duration of effect,"
90,has_adverse_effect,"• injection site reactions including burning sensation, warmth and irritation, inflammation,"
90,has_adverse_effect,"• granuloma/foreign body reaction,"
90,has_adverse_effect,"• other dermatological events including dry skin, skin exfoliation, skin wrinkling, localized"
90,has_adverse_effect,"• non-dermatological events including arthralgia, asthenia, discomfort, dysphagia, syncope,"
90,has_adverse_effect,"When required, treatments for these events included ice, massage, warm compress, nitroglycerine"
90,has_adverse_effect,Reports of serious adverse events for Restylane with and without lidocaine are rare. The most
90,has_adverse_effect,"commonly reported serious adverse events were infection/abscess, ischemia/necrosis, scarring,"
90,has_adverse_effect,"visual impairment, hypersensitivity/allergic reactions and granuloma including cases of"
90,has_adverse_effect,"mass/induration. Other concurrent serious events included: swelling, pain/tenderness, erythema,"
90,has_adverse_effect,Serious granuloma/foreign body reaction was reported with a time to onset ranging from a month to
90,has_adverse_effect,The onset of serious hypersensitivity/allergic reactions generally varied from immediately to a few
90,has_adverse_effect,weeks post injection. The majority of the events were recovering or recovered at the time of last
90,has_adverse_effect,in the area supplied by the blood vessels affected; or rarely as ischemic events in other organs due
90,has_adverse_effect,"Isolated rare cases of ischemic events affecting the eye leading to visual loss, and the brain resulting"
90,has_adverse_effect,"local wound care, drainage, surgery and hyperbaric oxygen. Outcome of the events ranged from"
90,has_adverse_effect,resolved to ongoing at the time of last contact. In many of the events requiring medical intervention
90,has_adverse_effect,"Adverse reactions should be reported to Galderma Laboratories, L.P. at 1-855-425-8722."
90,has_adverse_effect,The safety and effectiveness of Restylane in the treatment of facial folds and wrinkles (nasolabial
90,has_adverse_effect,Restylane was shown to be effective when compared to crosslinked collagen and crosslinked
90,has_adverse_effect,"1:1 randomized, prospective study at 6 U.S. centers, which compared the safety and effectiveness of"
90,has_adverse_effect,Effectiveness was studied with 6-month follow-up. Safety was studied with 12-month follow-up.
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,"The difference in effect of Restylane and Zyplast on the visual severity of the nasolabial folds, as"
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,"1:1 randomized, prospective study at 17 U.S. centers, which compared the safety and effectiveness"
90,has_adverse_effect,Effectiveness was studied with 6 months follow-up. Safety was studied with 6 months follow-up.
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The difference in effect of Restylane at week 12 versus baseline condition on the visual severity of
90,has_adverse_effect,"baseline score by the same evaluator. Duration of effect was defined as 6 months or time point, if"
90,has_adverse_effect,"evaluation of adverse experiences at 72 hours, and at 2, 6, 12, and 24 weeks; development of"
90,has_adverse_effect,humoral or cell-mediated immunity; and the relationship of adverse experiences to injection
90,has_adverse_effect,"(Perlane) are presented in Table 15. In the primary effectiveness assessment at 12 weeks, 77% of"
90,has_adverse_effect,"antibodies against Restylane had adverse experiences at the injection site, which was similar to the"
90,has_adverse_effect,"local adverse event rate observed in the entire Restylane population (i.e., 53/142 (37%)). No severe"
90,has_adverse_effect,events were noted and the subject who developed an antibody response after Restylane injection did
90,has_adverse_effect,not experience any adverse event at the injection site. Immediate type skin testing demonstrated that
90,has_adverse_effect,"1:1 randomized, prospective study at 10 U.S. centers, which compared the safety and effectiveness"
90,has_adverse_effect,Effectiveness was studied with 6 months follow-up. Safety was studied with 6 months follow-up.
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The difference in effect of Restylane at week 12 versus baseline condition on the visual severity of
90,has_adverse_effect,"effect was defined as 6 months or time point, if earlier, at which less than 50% of patients had at"
90,has_adverse_effect,"evaluation of adverse experiences at 72 hours, and at 2, 6, 12, and 24 weeks; development of"
90,has_adverse_effect,humoral or cell-mediated immunity; and the relationship of adverse experiences to injection
90,has_adverse_effect,"effectiveness assessment at 12 weeks, 93% of the Restylane-treated and 92% of the Perlane-treated"
90,has_adverse_effect,against Restylane had adverse experiences at the injection site as compared to the local adverse
90,has_adverse_effect,"event rate observed in the entire Restylane population (i.e., 28/150 (18.7%)). All the adverse"
90,has_adverse_effect,The duration of effectiveness of Restylane for correction of nasolabial folds (NLF) was evaluated in
90,has_adverse_effect,duration of effectiveness of 18 months from baseline following re-treatment at 4.5 or 9 months.
90,has_adverse_effect,effectiveness of Restylane using two re-treatment schedules. Initially Restylane was injected in both
90,has_adverse_effect,"Effectiveness was studied at 18 months after the initial injection (i.e., either 9 or 13.5 months after"
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The difference in effect of Restylane injected 4.5 or 9 months after the initial treatment on the visual
90,has_adverse_effect,Severity and duration of injection site reactions and adverse events were recorded.
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The safety and effectiveness of Restylane for lip fullness augmentation was evaluated in a
90,has_adverse_effect,"V, or VI. Each lip qualified by MLFS score was analyzed for effectiveness and all lips were"
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The primary effectiveness objective was to identify whether Restylane was more effective in lip
90,has_adverse_effect,The primary safety objective was to define the incidence of all adverse events; including subject
90,has_adverse_effect,weeks as well as 2 and 4 weeks after the 6 month treatment; and any reported or observed adverse
90,has_adverse_effect,events.
90,has_adverse_effect,Secondary effectiveness objectives included:
90,has_adverse_effect,Effectiveness
90,has_adverse_effect,The purpose of this study was to evaluate the safety and effectiveness of Restylane for soft tissue
90,has_adverse_effect,augmentation of the lips. The results confirm that Restylane is highly effective for adding fullness to
90,has_adverse_effect,The effectiveness evaluation parameter was the Global Aesthetic Improvement Scale (GAIS)
90,has_adverse_effect,To assess the incidence and severity of adverse experiences from Restylane when used in the lips
90,has_adverse_effect,old. Seventeen subjects were white.
90,has_contraindication,"Prior to treatment, the patient should avoid taking aspirin, nonsteroidal anti-inflammatory"
90,has_contraindication,Restylane should be injected into the submucosal layer; care should be taken to avoid intramuscular
90,has_adverse_effect,the injection is stopped just before the needle is pulled out of the skin to prevent material from
90,has_adverse_effect,9. Only correct to 100% of the desired volume effect. Do not overcorrect. With cutaneous
90,has_contraindication,avoid thermal injury.
90,has_adverse_effect,"12. Patients may have mild to moderate injection site reactions, which typically resolve in less than"
90,has_contraindication,"• To help avoid needle breakage, do not attempt to straighten a bent needle. Discard it and"
90,has_contraindication,• Do not reshield used needles. Recapping by hand is a hazardous practice and should be avoided.
90,has_contraindication,the needle making engineered protections infeasible. Care should be taken to avoid sharps
90,has_contraindication,Do not use if the package is damaged or if expiry date or lot number is missing or illegible.
Restylane%20defyne%20mar%202021.pdf,has_ingredient,BDDE – the ingredient used to crosslink the hyaluronic acid
Restylane%20defyne%20mar%202021.pdf,has_ingredient,"used local anesthetic to numb the skin. The hyaluronic acid is crosslinked with BDDE, an ingredient that"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Restylane® Defyne has been shown to maintain this effect for up to 12 months.
Restylane%20defyne%20mar%202021.pdf,has_contraindication,4. CONTRAINDICATIONS
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Have severe allergies with a history of severe reactions (anaphylaxis). Use of Restylane® Defyne
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,may result in an allergic reaction.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,acid in Restylane® Defyne (bacterial proteins). Use may result in an allergic reaction.
Restylane%20defyne%20mar%202021.pdf,has_contraindication,understand in order to help avoid unsatisfactory results and complications.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"chemical peels or hair removal may lead to other side effects such as redness, swelling, heat"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,and/or pain of the skin (inflammatory reaction). Tell your doctor if you have had any of these
Restylane%20defyne%20mar%202021.pdf,has_contraindication,"Within the first 24 hours after treatment with Restylane® Defyne, you should avoid or minimize"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,properly (effective) and was safe to use.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"procedure to measure the effects of the treatments.  For each patient, the amount of product used was"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"themselves. To measure side effects following the procedure, each patient kept a diary for 21 days to"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,record side effects. These were then shared with the doctors.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Restylane® Defyne was tested in 140 patients to ensure it was safe and effective to use in treatment of
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"for 12 months following the procedure to measure the effects of the treatments.  For each patient, the"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"To measure side effects following the procedure, each patient kept a diary for 28 days to record side"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,effects. These were then shared with the doctors.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,monitored for another 12 weeks for the effect and safety of initial or repeat treatments.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Restylane® Defyne was studied in many patients like yourself to determine if it was effective in treating
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,been shown to maintain its effect for up to 12 months.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Restylane® Defyne was evaluated in many patients like yourself to determine if it was effective in
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,What side effects were seen in the clinical studies?
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,effects at the site where they received the injection:
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"Most patients said their side effects were mild, short-lived and did not require them to call their doctor."
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,These patients said that their side effects disappeared within 1-2 weeks.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Table 1 below provides additional information about the side effects that patients reported in this study.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"Table 1. Most common side effects of Restylane® Defyne recorded by patients who participated in the study,"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Side Effect
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"chin, most patients reported the following side effects at the site where they received the injection:"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"Most patients said their side effects were mild (71.6%, 83/116) and disappeared within 1-2 weeks."
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Moderate side effects were experienced by 25.9% of subjects and severe side effects experienced by
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,2.6% of subjects. Most subjects experienced side effects less than 14 days. Side effects lasting 14-27
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,days were experienced by 20.7% of subjects and 8.6% of subjects experienced side effects lasting 28
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Table 2 below provides additional information about the side effects that patients reported in this study
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"Table 2. Most common side effects of Restylane® Defyne recorded by patients who participated in the study,"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Side Effect
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,It is important to understand that any procedure carries a risk of side effects. After an injection of
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"dermal filler gel, you may experience skin reactions due to the injection and/or from the dermal filler"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"When Restylane® Defyne was studied, side effects that occurred at the injection site included swelling,"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"reactions that disappeared within 1-2 weeks. If any symptoms last longer than 2 weeks, you should call"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,What side effects have been voluntarily reported following use of Restylane®
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,The most common reported side effects included reports of temporary swelling (edema) with
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"immediate onset or delayed onset, up to several weeks after treatment. The following events were also"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,short duration of effect
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,injection site reactions including burning sensation and warmth
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,allergic reaction (hypersensitivity)/rapid swelling (angioedema)
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"non-dermatological events including chills, headache, discomfort (malaise), nausea and fever"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,other dermatological events including pain of skin
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"When required, treatments for these events included ice, massage, warm compress, local drugs that"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Reports of serious adverse events for Restylane® Defyne with and without lidocaine are rare. The
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"most commonly reported serious adverse events were infection/pocket of pus (abscess), lumps and"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"eye disorders. Other concurrent serious adverse events included: swelling, pain/tenderness, skin"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,in tissue (granuloma/foreign body reaction) was mostly reported with a time to onset ranging
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,tissues (ischemic events) after affecting the eye and brain have led to vision loss and stroke (cerebral
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,You should tell your doctor immediately if you experience any of these side effects or if you notice
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,anything unusual at the site of treatment. Treatments may include medicine to prevent blood clotting
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"(anticoagulant), medicine to treat allergic reactions (epinephrine), aspirin, enzyme used to help"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"Let you know of any possible side effects that you may experience, and what to do if you"
Restylane%20defyne%20mar%202021.pdf,has_contraindication,Avoid touching the treated area within six hours following treatment so you do not accidentally
Restylane%20defyne%20mar%202021.pdf,has_contraindication,"Avoid taking aspirin, NSAID, St. John’s Wort, blood thinners, and high doses of Vitamin E"
Restylane%20defyne%20mar%202021.pdf,has_contraindication,"itching at the injection site. Until there is no redness or swelling, avoid exposure of the treated"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,In the clinical studies the most common side effects were temporary reactions at the treatment site
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,"such as pain, tenderness, swelling, bruising, redness, itching, and lumps/bumps. These side effects"
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,generally lasted 1 to 2 weeks. See Section 8 for additional information on side effects seen in the clinical
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,You should call your doctor if you have any of the following side effects that last for more than 14 days:
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,These side effects typically go away within two weeks.
Restylane%20defyne%20mar%202021.pdf,has_adverse_effect,Any side effect that occurs weeks or months after treatment
Dysport_aesthetic_pm_e_sep_29,has_contraindication,CONTRAINDICATIONS ....................................................................................................4
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"DOSAGE FORMS, STRENGTHS, COMPOSITION AND PACKAGING ..........................8"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,ADVERSE REACTIONS .................................................................................................10
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse Reaction Overview ...................................................................................10
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Clinical Trial Adverse Reactions ............................................................................11
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Post-Market Adverse Reactions ............................................................................13
Dysport_aesthetic_pm_e_sep_29,has_contraindication,CONTRAINDICATIONS
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"who are hypersensitive to this drug or to any ingredient in the formulation, including any"
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"non-medicinal ingredient, or component of the container. For a complete listing, see 6"
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"DOSAGE FORMS, STRENGTHS, COMPOSITION AND PACKAGING."
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,DISTANT SPREAD OF TOXIN EFFECT: The effects of Dysport Aesthetic and all
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,consistent with botulinum toxin effects. These symptoms have been reported hours to
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The clinical effect of Dysport Aesthetic may last up to four months. Repeat dose clinical studies
Dysport_aesthetic_pm_e_sep_29,has_contraindication,"Avoid injection near the levator palpebrae superioris, particularly in patients with larger"
Dysport_aesthetic_pm_e_sep_29,has_contraindication,"Injection should be lateral (at 20-30° angle to the skin) and superficial, avoiding blood vessels. All"
Dysport_aesthetic_pm_e_sep_29,has_contraindication,smile. Care must be taken to avoid injecting the zygomaticus major/minor muscles to avoid lateral
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"paralysis of respiratory muscles. In the event of overdose, the patient should be medically"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"In the event of suspected or actual cases of botulinum toxin poisoning, please contact your local"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,botulinum toxin-induced effects already apparent by the time of antitoxin administration.
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"DOSAGE FORMS, STRENGTHS, COMPOSITION AND PACKAGING"
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"Table 2 – Dosage Forms, Strengths, Composition and Packaging"
Dysport_aesthetic_pm_e_sep_29,has_contraindication,Do not use dosage recommendations and potency units applied to other botulinum toxin products
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"The safe and effective use of Dysport Aesthetic depends upon proper storage of the product,"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"Muscle weakness remote to the site of injection and other serious adverse effects (e.g., dysphagia"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,are at a greater risk of these effects and should be treated with extreme caution. The botulinum
Dysport_aesthetic_pm_e_sep_29,has_ingredient,Strength/Composition
Dysport_aesthetic_pm_e_sep_29,has_ingredient,Non-medicinal Ingredients
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"This product contains human serum albumin, a derivative of human blood. Based on effective"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"As with all biologic products, an anaphylactic reaction may occur. Necessary precautions should"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"be taken and epinephrine should be available. If such a reaction occurs, further injection should"
Dysport_aesthetic_pm_e_sep_29,has_contraindication,be discontinued (see CONTRAINDICATIONS).
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,effectiveness of subsequent treatment. When patients do not respond to Dysport Aesthetic after
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,systemic effects such as severe dysphagia and respiratory compromise.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"do not indicate direct or indirect harmful effects with respect to pregnancy, embryo/fetal"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,ADVERSE REACTIONS
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse Reaction Overview
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse reactions may occur within the first few days following injection and while generally
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"other serious adverse effects (e.g., dysphagia when injected into the neck region) have been"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Clinical Trial Adverse Reactions
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Clinical trials are conducted under very specific conditions.  The adverse reaction rates
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,should not be compared to the rates in the clinical trials of another drug. Adverse reaction
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,information from clinical trials may be useful in identifying and approximating rates of adverse
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,drug reactions in real-world use.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"The adverse event data described below reflect exposure in 2,341 subjects who received 5,360"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse events of any cause were reported for 42% of the subjects treated with Dysport
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Aesthetic and 29% of the subjects treated with placebo. Treatment-emergent adverse events
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,(TEAEs) were generally mild to moderate in severity and the majority of events were considered
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,unrelated or unlikely to be related to treatment. The most frequently reported adverse events
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,that of the initial treatment. Table 3 displays treatment-emergent adverse events reported in
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Table 3: Treatment-Emergent Adverse Events with > 1% Incidence in the glabellar
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse Events by Preferred
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,treatment-emergent adverse
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,event
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The frequency of any ocular adverse events in the Dysport Aesthetic treatment group was low
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,and decreased with subsequent treatments. The majority of eyelid ptosis events were mild to
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse events of any cause were reported for 19% of the subjects treated with Dysport
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,TEAEs were generally mild to moderate in severity and the majority of events were considered
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"included eyelid edema, headache and injection site reactions (haematoma, pruritus, and"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Table 4: Treatment-Emergent Adverse Events with > 1% Incidence following first cycle
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse Events by Preferred
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Injection site reactions (e.g.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Post-Market Adverse Reactions
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,There is extensive post-marketing experience for the treatment of upper facial lines. Adverse
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"reactions are reported voluntarily from a population of uncertain size; thus, it is not always"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse reactions reported during post-marketing without distinction of indications and not
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Table 5: Adverse Reactions reported during post-marketing without distinction of
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse Drug Reaction
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Adverse effects resulting from distribution of the effects of the toxin to sites remote from the site
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,closely because the effect of the botulinum toxin may be potentiated. Use of anticholinergic
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,drugs after administration of Dysport Aesthetic may potentiate systemic anticholinergic effects
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The effect of administering different botulinum neurotoxin products at the same time or within
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,administration of botulinum toxin prior to the resolution of the effects of a previously
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Effect
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,the effect of
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The effect of botulinum toxin may be
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The effect of administering different
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,effects of a previously administered
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The primary pharmacodynamic effect of Dysport Aesthetic is due to chemical denervation of the
